#separator:tab
#html:true
#notetype column:1
#deck column:2
#tags column:6
Cloze	Medicaid::1. Core Facts (Cloze)	People who are 65+ or disabled are about {{c1::20}} percent of enrollees but about {{c2::50}} percent of spending; children are about {{c3::40}} percent of enrollees but about {{c4::15}} percent of spending.			medicaid core-facts size spending prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	LTSS is roughly {{c1::one third}} of Medicaid spending for roughly {{c2::6}} percent of enrollees.			medicaid core-facts size ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The FMAP formula is {{c1::1 − 0.45 × (state per capita income / U.S. per capita income)²}}.			medicaid core-facts fmap prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The regular FMAP floor is {{c1::50}} percent and the ceiling is {{c2::83}} percent.			medicaid core-facts fmap prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The ACA expansion match was {{c1::100}} percent through 2016 and stepped down to {{c2::90}} percent from {{c3::2020}} onward, permanently.			medicaid core-facts fmap expansion prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Services received through IHS and tribal facilities are matched at {{c1::100}} percent; family planning services at {{c2::90}} percent; general program administration at {{c3::50}} percent.			medicaid core-facts fmap prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Eligibility and claims system {{c1::development}} is matched at 90 percent, while ongoing {{c2::operation}} is matched at 75 percent.			medicaid core-facts fmap prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	ARRA (2009) raised FMAP by {{c1::6.2}} points plus unemployment-based tiers; FFCRA (2020) raised it by {{c2::6.2}} points conditioned on {{c3::not disenrolling anyone}}.			medicaid core-facts fmap countercyclical prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	No more than {{c1::60}} percent of the non-federal share may come from {{c2::local government}} sources.			medicaid core-facts nonfederal-share prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	A permissible provider tax must be {{c1::broad-based}} and {{c2::uniform}}, and may not include a {{c3::hold harmless}} arrangement.			medicaid core-facts provider-tax prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The provider tax safe harbor is {{c1::6}} percent of net patient revenue, phasing down to {{c2::3.5}} percent for expansion states by FY{{c3::2032}}.	Phase-down begins October 1, 2027 at 0.5 points a year under the 2025 reconciliation law. Non-expansion states stay at 6 percent. Verify status.		medicaid core-facts provider-tax obbba prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	An {{c1::IGT}} transfers actual funds from a local government to the state; a {{c2::CPE}} certifies costs already incurred by a public entity, with no transfer of money.			medicaid core-facts financing prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The {{c1::Upper Payment Limit}} caps aggregate fee-for-service payments to a class of providers at what {{c2::Medicare}} would have paid.			medicaid core-facts financing upl prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	State directed payments are authorized by {{c1::42 C.F.R. § 438.6(c)}} and, under the 2025 law, are capped at {{c2::100}} percent of Medicare in expansion states and {{c3::110}} percent in non-expansion states.			medicaid core-facts financing sdp prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	A hospital's Medicaid DSH payment may not exceed its {{c1::uncompensated care costs}} — the {{c2::hospital-specific limit}}.			medicaid core-facts financing dsh prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	CHIP's enhanced FMAP equals the regular FMAP plus {{c1::30}} percent of the gap to 100 percent, putting most states between {{c2::65}} and {{c3::85}} percent.			medicaid core-facts financing chip prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The basic Medicaid rebate is the greater of {{c1::23.1}} percent of AMP or the difference between AMP and {{c2::best price}}; for generics it is {{c3::13}} percent of AMP.			medicaid core-facts drugs prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The Medicaid Drug Rebate Program was created by {{c1::OBRA 1990}}: manufacturers sign a rebate agreement and in exchange Medicaid must cover {{c2::essentially all of that manufacturer's FDA-approved drugs}}.			medicaid core-facts drugs prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The MDRP inflation penalty is indexed to {{c1::CPI-U}}; ARPA removed the {{c2::100 percent of AMP}} rebate cap effective {{c3::January 1, 2024}}.			medicaid core-facts drugs prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The ACA expansion covers adults to {{c1::133}} percent FPL plus a {{c2::5}} point disregard, an effective threshold of {{c3::138}} percent.			medicaid core-facts eligibility expansion prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::40}} states plus DC have adopted the ACA expansion; {{c2::10}} have not.	As of 2026 the non-adopters are Alabama, Florida, Georgia, Kansas, Mississippi, South Carolina, Tennessee, Texas, Wisconsin, and Wyoming.		medicaid core-facts eligibility expansion prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::NFIB v. Sebelius}} ({{c2::2012}}) made the Medicaid expansion {{c3::optional}} for states by holding the funding condition unconstitutionally coercive.			medicaid core-facts eligibility litigation prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	MAGI-based eligibility has {{c1::no asset test}} and applies to {{c2::children, pregnant women, parents, and expansion adults}}.			medicaid core-facts eligibility magi prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The longstanding non-MAGI asset limit is {{c1::$2,000}} for an individual and {{c2::$3,000}} for a couple — set in {{c3::1989}} and never indexed.			medicaid core-facts eligibility non-magi prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Mandatory coverage thresholds: pregnant women and infants to {{c1::133}} percent FPL, children 1-5 to {{c2::133}} percent, children 6-18 to {{c3::100}} percent.			medicaid core-facts eligibility mandatory prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The institutional and HCBS special income level is {{c1::300}} percent of the {{c2::SSI federal benefit rate}}.			medicaid core-facts eligibility ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Medicare Savings Program thresholds: QMB to {{c1::100}} percent FPL, SLMB {{c2::100-120}} percent, QI {{c3::120-135}} percent.			medicaid core-facts eligibility msp prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	PRWORA ({{c1::1996}}) imposed a {{c2::five-year}} bar on federally funded Medicaid for most qualified non-citizens.			medicaid core-facts eligibility immigrants prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::12}} months of continuous eligibility for children became mandatory on {{c2::January 1, 2024}}, under the {{c3::Consolidated Appropriations Act, 2023}}.			medicaid core-facts eligibility continuity prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The LTSS transfer-of-assets look-back period is {{c1::60}} months, extended from 36 by the {{c2::Deficit Reduction Act of 2005}}.			medicaid core-facts eligibility ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Estate recovery is mandatory for LTSS-related costs for enrollees aged {{c1::55}} and older, required since {{c2::OBRA 1993}}.			medicaid core-facts eligibility estate-recovery prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Former foster youth are covered with no income test to age {{c1::26}}.			medicaid core-facts eligibility foster prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Retroactive coverage was {{c1::3}} months; the 2025 law cuts it to {{c2::1}} month for expansion adults and {{c3::2}} months for others, effective January 1, 2027.			medicaid core-facts eligibility retroactive obbba prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	There are roughly {{c1::12-13 million}} dual eligibles; {{c2::Medicare}} is the primary payer for their acute care.			medicaid core-facts duals prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	EPSDT applies to enrollees under {{c1::21}} and requires coverage of any federally definable service needed to {{c2::correct or ameliorate}} a condition.			medicaid core-facts benefits epsdt prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The IMD exclusion bars federal Medicaid payment for adults aged {{c1::21-64}} in facilities of more than {{c2::16}} beds primarily treating mental illness or substance use disorder.			medicaid core-facts benefits imd prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Medicaid cost sharing is capped in aggregate at {{c1::5}} percent of household income, and premiums are generally prohibited below {{c2::150}} percent FPL.			medicaid core-facts benefits cost-sharing prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Nursing facility care is mandatory for adults {{c1::21}} and older, while {{c2::HCBS}} is optional — the source of Medicaid's {{c3::institutional bias}}.			medicaid core-facts benefits prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Prescription drug coverage is technically {{c1::optional}} in Medicaid, but is covered by {{c2::every state}}.			medicaid core-facts benefits prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The 2025 law allows cost sharing up to {{c1::$35}} per service for expansion adults between {{c2::100}} and {{c3::138}} percent FPL, starting October 2028.			medicaid core-facts benefits obbba prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The four Medicaid managed care arrangements are {{c1::MCO}}, {{c2::PIHP}}, {{c3::PAHP}}, and {{c4::PCCM}}.			medicaid core-facts managed-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	About {{c1::three quarters}} of Medicaid enrollees are in comprehensive MCOs, accounting for roughly {{c2::half}} of program spending.			medicaid core-facts managed-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The Medicaid managed care minimum medical loss ratio is {{c1::85}} percent, established in the {{c2::2016}} managed care rule.			medicaid core-facts managed-care mlr prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Capitation rates must be certified {{c1::actuarially sound}} under {{c2::42 C.F.R. § 438.4}}.			medicaid core-facts managed-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The 2024 managed care rule set appointment wait time standards of {{c1::10}} business days for routine behavioral health and {{c2::15}} business days for routine primary care, verified by {{c3::secret shopper}} surveys.			medicaid core-facts managed-care network prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	States may mandate managed care enrollment through a {{c1::1932(a)}} state plan option, a {{c2::1915(b)}} waiver, or an {{c3::1115}} demonstration.			medicaid core-facts managed-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	An independent {{c1::EQRO}} must conduct an annual external quality review of each Medicaid managed care plan.			medicaid core-facts managed-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	"Section 1115 lets the Secretary approve projects ""likely to assist in promoting the {{c1::objectives}}"" of Title XIX, typically for {{c2::five}} years."			medicaid core-facts waivers prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	1115 {{c1::budget neutrality}} is not statutory — it is {{c2::administrative policy}}, which is why its accounting methods are negotiable.			medicaid core-facts waivers prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	A {{c1::1915(c)}} waiver requires an institutional {{c2::level of care}} and must be {{c3::cost neutral}}; it may cap enrollment and keep waiting lists.			medicaid core-facts waivers ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::1915(i)}} provides HCBS as a state plan benefit with {{c2::no level-of-care requirement}} and {{c3::no enrollment caps or waiting lists}}.			medicaid core-facts waivers ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Community First Choice is section {{c1::1915(k)}} and carries a {{c2::6}} point FMAP bonus, but must be offered {{c3::statewide with no waiting lists}}.			medicaid core-facts waivers ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	A {{c1::1915(b)}} waiver limits {{c2::freedom of choice}} and must be shown to be {{c3::cost effective}}.			medicaid core-facts waivers prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::Olmstead v. L.C.}} ({{c2::1999}}) held that unjustified {{c3::institutional isolation}} of people with disabilities is discrimination under the ADA.			medicaid core-facts litigation ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::Armstrong v. Exceptional Child Center}} (2015) held that providers {{c2::may not}} sue to enforce Medicaid's {{c3::equal access}} provision.			medicaid core-facts litigation prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	{{c1::Talevski}} (2023) held that Medicaid and other Spending Clause statutes {{c2::can}} create rights enforceable under {{c3::42 U.S.C. § 1983}}.			medicaid core-facts litigation prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	In {{c1::Gresham v. Azar}}, work requirement approvals were vacated because the Secretary failed to consider the objective of {{c2::furnishing medical assistance}} — that is, {{c3::coverage loss}}.			medicaid core-facts litigation work-requirements prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The 2025 reconciliation law requires {{c1::80}} hours per month of qualifying activity for expansion adults beginning {{c2::January 1, 2027}}.	H.R. 1, signed July 4, 2025. CMS issued initial guidance December 2025 and an interim final rule June 3, 2026. Good-faith delays cannot extend past January 1, 2029. Verify status.		medicaid core-facts obbba work-requirements prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The 2025 law shortens renewal periods for expansion adults from {{c1::12}} months to {{c2::6}} months.			medicaid core-facts obbba prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	CBO estimated the 2025 law's Medicaid provisions would increase the uninsured by about {{c1::7.5 million}} by {{c2::2034}}, with federal Medicaid reductions near {{c3::$900 billion-$1 trillion}} over ten years.			medicaid core-facts obbba cbo prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Medicaid physician fees average roughly {{c1::70-75}} percent of {{c2::Medicare}} rates, and about {{c3::70}} percent of physicians accept new Medicaid patients.			medicaid core-facts payment prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The 2024 Access Rule requires that at least {{c1::80}} percent of payments for homemaker, home health aide, and personal care services go to {{c2::direct care worker compensation}}.			medicaid core-facts access-rule prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The Oregon Health Insurance Experiment randomized by {{c1::lottery}} in {{c2::2008}} from a waiting list of about {{c3::90,000}} adults — the only {{c4::RCT}} of Medicaid coverage for adults.			medicaid core-facts research oregon prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Oregon's two-year results found no significant effect on {{c1::blood pressure, cholesterol, and glycated hemoglobin}}, but reduced {{c2::depression}} by about {{c3::30}} percent and eliminated {{c4::catastrophic out-of-pocket spending}}.			medicaid core-facts research oregon prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Oregon found Medicaid {{c1::increased}} emergency department use by about {{c2::40}} percent — reported by {{c3::Taubman et al.}} in <i>Science</i> (2014).			medicaid core-facts research oregon prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Finkelstein, Hendren, and Luttmer (2019) estimated recipients value Medicaid at only {{c1::20-40 cents}} per dollar of government cost, with much of the rest a transfer to {{c2::external parties}} who would otherwise bear {{c3::uncompensated care}}.			medicaid core-facts research oregon welfare prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Miller, Johnson, and Wherry (2021, QJE) found ACA expansion reduced annual mortality by about {{c1::0.13}} percentage points, roughly a {{c2::9}} percent relative reduction, using {{c3::survey data linked to death records}}.			medicaid core-facts research mortality prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Sommers, Baicker, and Epstein (2012, NEJM) found earlier state expansions reduced all-cause mortality by {{c1::6.1}} percent — about one death averted per {{c2::176}} adults covered.			medicaid core-facts research mortality prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Currie and Gruber (1996) found pregnancy eligibility expansions cut infant mortality by about {{c1::8.5}} percent, and that {{c2::targeted}} expansions were far more cost-effective than {{c3::broad}} ones.			medicaid core-facts research children prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Brown, Kowalski, and Lurie (2020) used {{c1::IRS tax}} data to show childhood Medicaid eligibility raised later {{c2::tax payments}}, so the government recoups much of its cost.			medicaid core-facts research children prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Sommers et al. (2019, NEJM) found Arkansas's work requirement caused about {{c1::18,000}} people to lose coverage with {{c2::no significant change in employment}}.			medicaid core-facts research work-requirements prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Duggan and Hayford (2013) found mandatory managed care saved money only where prior {{c1::fee-for-service rates}} were {{c2::high}}, and raised spending where they were already low.			medicaid core-facts research managed-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Cutler and Gruber (1996) estimated crowd-out of roughly {{c1::50}} percent — the share of new public coverage offset by reduced {{c2::private}} coverage.			medicaid core-facts research crowd-out prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Garthwaite, Gross, and Notowidigdo (2014) used the {{c1::TennCare}} disenrollment of 2005 to show coverage loss {{c2::increased}} employment — evidence of {{c3::employment lock}}.			medicaid core-facts research labor prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Hospitals act as {{c1::insurers of last resort}}: each dollar of new public insurance displaces roughly {{c2::20 cents}} of uncompensated care.			medicaid core-facts research uncompensated-care prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Brown and Finkelstein (2008) showed Medicaid imposes a large {{c1::implicit tax}} on {{c2::private long-term care insurance}}, since it pays after {{c3::assets are spent down}}.			medicaid core-facts research ltss prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Polsky et al. (2015, NEJM) found the ACA primary care fee bump raised appointment availability by about {{c1::7.7}} percentage points, measured with an {{c2::audit (secret shopper)}} design.			medicaid core-facts research access prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Duggan and Scott Morton (2006) showed the Medicaid {{c1::best price}} rule {{c2::raised}} prices in the {{c3::private}} market.			medicaid core-facts research drugs prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Currie and Gruber's {{c1::simulated eligibility instrument}} applies each state-year's legislated rules to a {{c2::fixed national sample}}, isolating variation from {{c3::legislation}} rather than population composition.			medicaid core-facts methods prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	In staggered adoption designs, plain two-way fixed effects can place {{c1::negative weights}} on comparisons using {{c2::already-treated}} units as controls.			medicaid core-facts methods prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	The {{c1::MVPF}} is the ratio of beneficiaries' {{c2::willingness to pay}} to the policy's {{c3::net cost to government}}.			medicaid core-facts methods prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Hendren and Sprung-Keyser (2020) found policies for {{c1::children}} have the highest MVPFs, often {{c2::exceeding 1}} or effectively infinite.			medicaid core-facts methods prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	A null result is only informative if the study is {{c1::adequately powered}}; report the {{c2::confidence interval}} or minimum detectable effect, not just the p-value.			medicaid core-facts methods prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Herd and Moynihan divide administrative burden into {{c1::learning}} costs, {{c2::compliance}} costs, and {{c3::psychological}} costs.			medicaid core-facts methods burden prio::1-core
Cloze	Medicaid::1. Core Facts (Cloze)	Use {{c1::T-MSIS}} (and the TAF research files) for person- and claim-level analysis, and the {{c2::CMS-64}} for authoritative spending totals.			medicaid core-facts methods data prio::1-core
