nice_class,token,emergence_year,prior_doc_freq,n_early,surv_early,n_mid,surv_mid,n_late,surv_late,n_total,delta_late_minus_early
035,internet-based,1999,15,163,0.8282208588957055,145,0.4482758620689655,420,0.49523809523809526,4787,-0.33298276365761026
035,non-downloadable,1999,15,618,0.5776699029126213,735,0.38503401360544215,3125,0.40512,63993,-0.17254990291262134
035,non-magnetic,1999,5,74,0.7567567567567568,5,0.6,34,0.14705882352941177,262,-0.609697933227345
035,portal,1999,4,419,0.7971360381861575,178,0.550561797752809,600,0.465,12413,-0.3321360381861575
035,streaming,1999,13,232,0.7887931034482759,211,0.4834123222748815,771,0.5110246433203631,11724,-0.2777684601279128
035,talk,1999,20,86,0.7325581395348837,56,0.5535714285714286,86,0.5581395348837209,1056,-0.17441860465116277
035,vertical,1999,19,99,0.7676767676767676,39,0.28205128205128205,95,0.2736842105263158,858,-0.4939925571504518
035,web-based,1999,17,282,0.6737588652482269,274,0.4562043795620438,810,0.43333333333333335,11986,-0.24042553191489358
035,write,1999,20,65,0.9846153846153847,17,0.8235294117647058,32,0.5625,328,-0.42211538461538467
035,asp,2000,6,120,0.6,185,0.3837837837837838,824,0.46359223300970875,6149,-0.13640776699029122
035,commissioned,2000,18,72,0.8472222222222222,19,0.42105263157894735,80,0.3125,632,-0.5347222222222222
035,e-business,2000,18,197,0.6598984771573604,46,0.32608695652173914,49,0.3877551020408163,728,-0.2721433751165441
035,extranets,2000,23,106,0.5660377358490566,30,0.43333333333333335,102,0.3431372549019608,952,-0.2229004809470958
035,incubator,2000,18,92,0.45652173913043476,29,0.1724137931034483,104,0.19230769230769232,766,-0.2642140468227424
035,non-magnetically,2000,24,67,0.417910447761194,85,0.17647058823529413,89,0.47191011235955055,966,0.053999664598356534
035,portals,2000,8,103,0.7766990291262136,98,0.3979591836734694,368,0.25,5079,-0.5266990291262136
035,set-top,2000,21,104,0.5192307692307693,65,0.27692307692307694,83,0.5180722891566265,883,-0.0011584800741427648
035,transact,2000,22,76,0.631578947368421,16,0.5,90,0.4,837,-0.231578947368421
035,blogs,2005,3,182,0.4725274725274725,1165,0.4669527896995708,3205,0.36349453978159124,14797,-0.10903293274588127
035,easy-to-understand,2006,3,131,0.8625954198473282,80,0.575,217,0.3778801843317972,1013,-0.48471523551553103
035,infomediary,2006,22,102,0.46078431372549017,106,0.4339622641509434,171,0.3333333333333333,807,-0.12745098039215685
035,licence,2006,24,110,0.8363636363636363,99,0.6565656565656566,128,0.65625,664,-0.1801136363636363
035,non-custom,2006,8,207,0.5314009661835749,185,0.4918918918918919,146,0.4863013698630137,715,-0.04509959632056121
035,optional,2006,18,193,0.5854922279792746,181,0.49171270718232046,149,0.4697986577181208,694,-0.11569357026115379
035,selectively,2006,23,78,0.9487179487179487,20,0.75,23,0.43478260869565216,169,-0.5139353400222966
035,price-comparison,2007,1,247,0.6153846153846154,1159,0.4831751509922347,1237,0.47130153597413094,3699,-0.14408307941048448
035,community-driven,2008,22,156,0.6153846153846154,259,0.525096525096525,182,0.5769230769230769,808,-0.03846153846153855
035,socializing,2008,16,353,0.5835694050991501,504,0.501984126984127,767,0.4471968709256845,3040,-0.13637253417346562
035,user-submitted,2008,23,158,0.6329113924050633,204,0.5833333333333334,185,0.5459459459459459,769,-0.08696544645911741
035,virally,2008,1,214,0.5327102803738317,665,0.36541353383458647,1225,0.3551020408163265,4549,-0.1776082395575052
035,familiarization,2009,13,108,0.48148148148148145,42,0.47619047619047616,156,0.5128205128205128,554,0.03133903133903132
035,microblogs,2009,0,379,0.5197889182058048,145,0.5379310344827586,33,0.2727272727272727,567,-0.24706164547853204
035,non-core,2009,23,88,0.5113636363636364,112,0.48214285714285715,220,0.40454545454545454,745,-0.10681818181818181
035,saas,2009,23,194,0.37628865979381443,1069,0.3283442469597755,6602,0.32990003029385034,24183,-0.046388629499964085
035,vendor-on-premise,2009,7,70,0.42857142857142855,54,0.48148148148148145,113,0.48672566371681414,372,0.05815423514538559
035,in-company,2010,8,75,0.29333333333333333,65,0.3384615384615385,254,0.38188976377952755,799,0.08855643044619421
035,sharable,2010,1,770,0.43506493506493504,2134,0.4395501405810684,2893,0.4656066367092983,8631,0.03054170164436326
035,throughs,2010,21,136,0.4338235294117647,201,0.48258706467661694,297,0.43434343434343436,855,0.0005199049316696458
035,paas,2011,21,124,0.3467741935483871,658,0.3100303951367781,3437,0.34623217922606925,10065,-0.0005420143223178742
035,customer-based,2014,5,219,0.4246575342465753,740,0.44324324324324327,1870,0.4983957219251337,2834,0.07373818767855839
041,internet,1995,8,175,0.9714285714285714,1090,0.846788990825688,9666,0.5168632319470309,139078,-0.45456533948154054
041,web,1995,5,274,0.5766423357664233,1866,0.5819935691318328,5557,0.512686701457621,74328,-0.06395563430880236
041,multiple-user,1996,24,102,0.6176470588235294,554,0.644404332129964,475,0.4231578947368421,2839,-0.19448916408668732
041,website,1997,23,248,0.4798387096774194,2234,0.553715308863026,4817,0.4515258459622171,142402,-0.028312863715202252
041,dvd,1998,24,213,0.6901408450704225,662,0.5770392749244713,1987,0.5098137896326119,7490,-0.18032705543781058
041,e-commerce,1999,12,289,0.6816608996539792,167,0.4251497005988024,326,0.38650306748466257,4865,-0.2951578321693167
041,streaming,1999,15,314,0.7770700636942676,357,0.49299719887955185,1594,0.5282308657465495,21498,-0.24883919794771803
041,webcasting,1999,10,123,0.8130081300813008,64,0.390625,248,0.5766129032258065,2438,-0.2363952268554943
041,gramophone,2000,15,77,0.922077922077922,14,0.42857142857142855,38,0.4473684210526316,321,-0.47470950102529047
041,tattoo,2000,9,70,0.9,10,0.7,43,0.5116279069767442,1173,-0.3883720930232558
041,webcast,2000,3,89,0.6966292134831461,57,0.543859649122807,190,0.48947368421052634,1029,-0.20715552927261977
041,blogs,2005,11,618,0.4255663430420712,3693,0.39859193067966425,12074,0.3135663408977969,56159,-0.1120000021442743
041,podcasts,2006,18,512,0.443359375,1588,0.4332493702770781,4133,0.34430195983547063,43701,-0.09905741516452937
041,printable,2006,17,424,0.43160377358490565,614,0.3990228013029316,730,0.30684931506849317,5142,-0.12475445851641248
041,alphabet,2007,20,65,0.09230769230769231,48,0.5625,67,0.3880597014925373,334,0.295752009184845
041,alterations,2007,9,197,0.5177664974619289,238,0.46638655462184875,451,0.4035476718403548,1688,-0.11421882562157415
041,faces,2007,22,61,0.11475409836065574,15,0.4,30,0.1,208,-0.014754098360655735
041,get-togethers,2007,10,249,0.357429718875502,383,0.35509138381201044,872,0.3658256880733945,4040,0.008395969197892483
041,skim,2007,23,54,0.05555555555555555,7,0.2857142857142857,22,0.5454545454545454,131,0.48989898989898983
041,mma,2008,6,108,0.7407407407407407,212,0.42452830188679247,242,0.4834710743801653,929,-0.2572696663605754
041,model-making,2008,9,140,0.5428571428571428,145,0.4206896551724138,278,0.5,1160,-0.042857142857142816
041,trackings,2008,1,170,0.5764705882352941,162,0.5123456790123457,234,0.6367521367521367,695,0.06028154851684264
041,votes,2008,19,178,0.5561797752808989,206,0.5145631067961165,305,0.5836065573770491,906,0.027426782096150237
041,in-company,2010,12,286,0.3741258741258741,253,0.35968379446640314,1081,0.364477335800185,3249,-0.009648538325689127
041,saas,2010,23,137,0.45255474452554745,621,0.2834138486312399,3586,0.3220858895705521,11819,-0.13046885495499533
041,collarless,2013,23,69,0.028985507246376812,15,0.13333333333333333,20,0.15,129,0.12101449275362318
041,pachinkos,2013,2,135,0.43703703703703706,58,0.10344827586206896,82,0.2926829268292683,290,-0.14435411020776878
042,internet,1995,13,629,0.9713831478537361,3382,0.9053814311058546,15272,0.5956652697747512,121465,-0.37571787807898493
042,multi-user,1995,18,145,0.4413793103448276,311,0.6141479099678456,342,0.6198830409356725,1362,0.1785037305908449
042,pages,1995,14,428,0.4719626168224299,1540,0.5603896103896104,3052,0.5596330275229358,23070,0.08767041070050585
042,website,1996,15,253,0.4901185770750988,4472,0.6507155635062611,3101,0.4821025475653015,104503,-0.008016029509797296
042,websites,1996,8,201,0.44776119402985076,3406,0.6098062243100411,2945,0.4033955857385399,47219,-0.044365608291310865
042,co-location,1998,4,73,0.7534246575342466,105,0.5238095238095238,78,0.38461538461538464,2237,-0.36880927291886195
042,e-commerce,1998,4,650,0.7692307692307693,2079,0.6863876863876864,846,0.41962174940898345,16888,-0.3496090198217858
042,download,1999,23,141,0.6737588652482269,99,0.5959595959595959,452,0.4491150442477876,8817,-0.22464382100043934
042,ecommerce,1999,5,145,0.9103448275862069,59,0.7288135593220338,185,0.6216216216216216,2809,-0.28872320596458534
042,extranets,1999,22,195,0.7025641025641025,131,0.5801526717557252,139,0.3237410071942446,1264,-0.3788230953698579
042,portal,1999,21,796,0.8530150753768844,339,0.5988200589970502,723,0.43291839557399725,14774,-0.4200966798028871
042,streaming,1999,20,402,0.7587064676616916,257,0.5525291828793775,689,0.4934687953555878,15844,-0.2652376723061038
042,user-defined,1999,14,228,0.5789473684210527,304,0.3651315789473684,1976,0.5020242914979757,9823,-0.07692307692307698
042,webcasting,1999,4,124,0.8709677419354839,52,0.38461538461538464,92,0.4782608695652174,1417,-0.39270687237026647
042,webpages,1999,14,119,0.5546218487394958,23,0.4782608695652174,194,0.37628865979381443,2576,-0.1783331889456814
042,aggregating,2000,17,72,0.7916666666666666,48,0.375,306,0.42483660130718953,3993,-0.3668300653594771
042,caching,2000,10,71,0.8873239436619719,11,0.5454545454545454,32,0.28125,539,-0.6060739436619719
042,dsl,2000,22,71,0.676056338028169,29,0.6206896551724138,50,0.34,267,-0.336056338028169
042,intent,2000,23,97,0.9381443298969072,92,0.967391304347826,268,0.9664179104477612,2142,0.02827358055085394
042,nondownloadable,2000,22,156,0.5512820512820513,120,0.35833333333333334,568,0.31866197183098594,6450,-0.2326200794510654
042,unified,2000,23,88,0.6818181818181818,33,0.5454545454545454,113,0.3008849557522124,1434,-0.38093322606596935
042,web-enabled,2000,16,107,0.5700934579439252,18,0.4444444444444444,56,0.32142857142857145,306,-0.24866488651535373
042,easy-to-understand,2006,7,187,0.7433155080213903,165,0.40606060606060607,413,0.31476997578692495,1681,-0.4285455322344654
042,peers,2006,24,309,0.49838187702265374,1722,0.41927990708478513,3652,0.4238773274917853,9783,-0.07450454953086844
042,adware,2007,17,89,0.5955056179775281,122,0.319672131147541,324,0.3333333333333333,1183,-0.2621722846441948
042,malware,2007,21,97,0.5876288659793815,159,0.33962264150943394,634,0.31545741324921134,2356,-0.2721714527301701
042,podcasts,2007,22,143,0.46153846153846156,285,0.43508771929824563,813,0.33579335793357934,5472,-0.12574510360488222
042,quarantining,2007,9,93,0.6129032258064516,109,0.3394495412844037,311,0.33440514469453375,1058,-0.2784980811119179
042,trojans,2007,10,88,0.6136363636363636,104,0.34615384615384615,290,0.3586206896551724,1038,-0.25501567398119124
042,customer-defined,2008,12,101,0.6138613861386139,113,0.48672566371681414,161,0.484472049689441,536,-0.12938933644917283
042,environmentally-conscious,2008,22,156,0.46794871794871795,116,0.33620689655172414,180,0.3,881,-0.16794871794871796
042,paas,2010,9,396,0.29292929292929293,1897,0.34317343173431736,10595,0.37187352524775835,34296,0.07894423231846542
042,peer-to-browser,2010,4,181,0.49171270718232046,335,0.4835820895522388,200,0.56,843,0.06828729281767959
042,apis,2011,20,175,0.44,292,0.4041095890410959,829,0.4378769601930036,2012,-0.0021230398069964074
042,dislikes,2011,23,231,0.5194805194805194,318,0.46226415094339623,342,0.5497076023391813,1175,0.030227082858661825
042,members-only,2011,20,114,0.3684210526315789,166,0.3313253012048193,242,0.3884297520661157,847,0.02000869943453676
042,sharable,2011,10,262,0.3244274809160305,418,0.3492822966507177,593,0.37099494097807756,1670,0.04656746006204704
042,iot,2015,11,170,0.36470588235294116,1356,0.4174041297935103,2449,0.3728052266231115,3986,0.008099344270170339
