stratum,token,lift,survival,google_first,google_last,google_lift,google_slope,google_present
neutral,outsource,1.9100901190155304,0.3275171918300318,1.1971751234796102e-8,4.621768312063068e-7,38.6056160157239,0.1091702288162081,true
neutral,colloquia,1.9019357370656154,0.22207563764291996,1.2003262241933044e-7,4.977041925258163e-8,0.4146407722286541,-0.02474706664207787,true
neutral,systematisation,1.8957354151000012,0.2789438050101557,2.5745334042426293e-8,5.7062871405832995e-8,2.216435464064978,0.026091835545629636,true
neutral,systematization,1.8904117745507476,0.22813111545988257,1.6147125734278233e-7,2.411141650782156e-7,1.4932327216995764,0.013428205878456287,true
neutral,institutes,1.8718649527620472,0.36433809340023154,3.4552335819171276e-6,2.0351944613139495e-6,0.5890179095170541,-0.019361112745308922,true
neutral,organisational,1.8695502252502598,0.14934593023255813,1.7313069520241697e-6,4.815430202143034e-6,2.7813844312893448,0.03284689220056525,true
neutral,organisations,1.8673616024419009,0.23313716613852423,9.468657117395196e-6,0.000012045951916661578,1.2721922197955131,0.007093275843315469,true
neutral,taxation,1.8620747911860223,0.36367608505680166,0.000011049635395465884,6.079183276597178e-6,0.550170486086058,-0.021057200817996134,true
neutral,enquiries,1.8450292436408444,0.3237604985098889,1.98880125026335e-6,1.2679532346737687e-6,0.6375464790691733,-0.012773094046314814,true
neutral,chocolate-coated,1.8353352687269608,0.3265866209262436,9.690625013547561e-9,1.5051478463590228e-8,1.55319996827327,0.022372933039506864,true
neutral,cheese-based,1.8353002474033298,0.46370235934664245,2.0682541457262004e-9,3.744508525471701e-9,1.8104682798336365,0.024270731538255704,true
neutral,scheme,1.8284178120913837,0.26525557306912856,0.000038049693830544126,0.000027485527243698016,0.7223586966587942,-0.009496744267114117,true
neutral,mergers,1.8200090275946477,0.3734803214506491,3.0859934213367523e-6,1.558972417115001e-6,0.505176843973862,-0.021575084497113917,true
neutral,non-commercial,1.8118279348505044,0.35930023923444976,5.470881660585292e-7,4.6193550815587516e-7,0.8443529522560644,-0.00470242176594275,true
neutral,freighting,1.808365202001759,0.2126448065972904,5.783474961162938e-8,3.933257346488972e-8,0.680085480252183,-0.006371227657129849,true
neutral,systemization,1.8082129052933247,0.26762775131934613,2.4496701556131484e-8,3.4199577925164705e-8,1.396089095782963,0.010241839196866566,true
neutral,commissioned,1.8080947749077965,0.4046997389033943,4.819796868105186e-6,4.622794949682429e-6,0.9591265101385477,-0.0005060825810111363,true
neutral,get-togethers,1.807346587152719,0.352044352044352,9.665031370786892e-8,1.8536671291258245e-7,1.9179111355278566,0.024466132966500114,true
neutral,chatroom,1.8051906998996627,0.34449040992854457,1.5661498764529823e-10,3.9259698070281955e-8,250.67650715011615,0.19063253493790278,true
neutral,traceability,1.7968757752891222,0.25047348484848486,1.3163110423874969e-7,7.442306127813936e-7,5.653911490642242,0.05660516235212962,true
neutral,image-recorded,1.796260617543388,0.20669291338582677,2.071337865117151e-10,6.960222051488607e-11,0.33602543403004653,-0.02557263944770051,true
neutral,guarantees,1.7956063877399489,0.3439807976366322,6.966018099774374e-6,5.347893238649703e-6,0.7677116484700088,-0.011891832840190138,true
neutral,choice,1.792396210618704,0.29513307984790876,0.00004954219111823477,0.00007643574645044282,1.5428414594749214,0.015219488581444856,true
neutral,computerised,1.7872594348832316,0.2687130763140264,9.211506608153286e-7,2.3198854250949808e-7,0.2518464702659611,-0.04508427999209929,true
neutral,schemes,1.7828864954486752,0.2773774787113678,0.000016295149907818996,0.000012533948756754399,0.7691827830770775,-0.007612113532627799,true
positive,non-fungible,7.925387746154285,0.6271502590673576,5.902828537074356e-9,1.702028757932794e-8,2.8834121595142554,0.018622405266150478,true
positive,nfts,7.877773549767511,0.5989662511401642,5.5405174892442234e-11,1.1498832927503421e-10,2.0754077484325326,0.011564221080098493,true
positive,authenticated,6.677034012795564,0.5393986521513737,5.89030446462857e-7,8.802082334113948e-7,1.4943340173620359,0.016806189907328274,true
positive,blockchain-based,6.379014708231989,0.5970347842615472,0.0,2.3456159716772618e-7,inf,0.44082709862461833,true
positive,crypto,5.934415151026111,0.5698822031200255,1.0679556652348766e-7,7.553158752671152e-7,7.072539618028037,0.05350500047039819,true
positive,cryptocurrencies,5.383415878163898,0.5713840399002493,0.0,5.215206073216905e-7,inf,0.5041850032598035,true
positive,blockchain,5.245509234090897,0.547838557672608,0.0,4.717212334526266e-6,inf,0.40302886462583043,true
positive,cryptocurrency,5.135984139180834,0.5478338116714501,0.0,7.391821668534248e-7,inf,0.46864407581687406,true
positive,decentralized,5.080644613260159,0.5394507410636443,1.857897495938232e-6,2.495155877113575e-6,1.342999752445185,0.0063728875520415494,true
positive,add-in,4.183315717659397,0.40061791967044286,1.9503638952755865e-7,1.0220947928019087e-7,0.5240533806423271,-0.01000823471585864,true
positive,cryptographic,4.171606928153454,0.530961791831357,1.5306730460906692e-7,1.0297574362994054e-6,6.727481345081501,0.060809912382972044,true
positive,repellers,4.11552302177787,0.3637184115523466,8.171200693851688e-9,7.581349770191537e-9,0.9278134333300642,-0.005434403394609971,true
positive,animal-activated,4.089249051808582,0.37342799188640974,1.1110718595164215e-11,3.8049596112754715e-11,3.4245846285149613,0.011360626201365822,true
positive,cartomizers,3.869277023341547,0.5557087699944843,0.0,0.0,NaN,NaN,false
positive,weaves,3.8605129359272676,0.325641690432979,4.038690406105161e-7,7.670542117921286e-7,1.8992646988553443,0.019026164787280954,true
positive,home-health,3.643157010108928,0.36011209715086406,1.7034492572065575e-8,7.840772919820438e-9,0.460288023646699,-0.03135569207749285,true
positive,party-themed,3.6398280971423613,0.3058599333015722,0.0,4.2149733703311654e-10,inf,0.0449930322637589,true
positive,toupees,3.6323983620808327,0.24236760124610593,1.509803411181565e-8,6.43033075675703e-9,0.4259051681254769,-0.02238649613310894,true
positive,hairpieces,3.614397210528402,0.39126812197967004,2.0391121680063407e-8,1.6987615225616536e-8,0.8330888065969165,-0.001270132870154112,true
positive,bio-polymer,3.6075363755744037,0.36902573529411764,5.220221824253635e-10,5.222137522409298e-9,10.00366976389157,0.05998556974354544,true
positive,workbook,3.5619043776954364,0.2723809523809524,7.012807827777578e-7,8.674356649862602e-7,1.236930607951877,0.016053887277565883,true
positive,wig,3.5057347626211186,0.2905109489051095,5.939195489190751e-7,1.5698751440140769e-6,2.6432454477567315,0.036805498825459686,true
positive,enlargers,3.450478861036566,0.26814240073026013,6.585616603160816e-8,5.79767807096232e-9,0.08803546304501968,-0.07403402398294127,true
positive,agave,3.436515893743984,0.4902063658621896,6.97588120601722e-8,3.182309626481583e-7,4.561874740264503,0.056694778968034376,true
positive,equivalent,3.4363114164101614,0.6330798479087453,0.00004231495040585287,0.000029199173513916322,0.6900439025417736,-0.010762123624569945,true
